# Metadata,# In some references the name of the compilation author is mentioned,,,,,,,,,,,,,,,,,,,,,,,,,
Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,,
,,37.2197,-3.5153,32,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.7016,-3.4657,25,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.205,-3.4399,32,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.2317,-3.434,49,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.8605,-3.4292,31,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.9179,-3.3691,32,,1.77,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.6602,-3.3326,32,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.5176,-3.2872,34,,1.79,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7966,-3.2077,38,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.1743,-3.1115,38,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.283,-3.1002,32,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.8028,-3.0711,35,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.4805,-3.0398,45,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.8149,-3.0212,31,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.4514,-2.9658,37,,1.82,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.1377,-2.9074,32,,1.76,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.3616,-2.9074,30,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.8979,-2.8896,31,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.3137,-2.8457,39,,1.65,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.9828,-2.7607,36,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.1389,-2.7559,38,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.5797,-2.6451,32,,1.76,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7595,-2.6327,40,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.8002,-2.6242,40,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.187,-2.5949,32,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.4952,-2.5945,43,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.8135,-2.594,46,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.1897,-2.5823,30,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.1208,-2.5445,34,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.6399,-2.5312,32,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.1312,-2.4199,28,,1.66,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.96,-2.4,24,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.3014,-2.3577,38,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.2638,-2.2686,36,,1.67,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.9717,-2.2069,24,,1.77,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.7674,-2.1967,19,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.2298,-2.1918,31,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.33,-2.18,29,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.1707,-2.1283,42,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.9543,-2.0772,32.1,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.8619,-2.0726,30,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.88,-2.07,19,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.7669,-2.0117,40,,1.79,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7908,-2.0077,43,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.0393,-2.0057,25,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.5838,-1.988,30,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.4993,-1.9736,33,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,36.95,-1.93,20,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.3,-1.88,24,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.34,-1.72,22,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.3772,-1.7137,32,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.2536,-1.6995,34,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.55,-1.65,20,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.2194,-1.5953,31,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7727,-1.5797,41,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.2348,-1.5652,34,,1.76,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.6447,-1.548,31,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.6447,-1.5478,30,,1.68,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.1875,-1.5343,33,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.2197,-1.5071,44,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.6554,-1.459,30,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.9642,-1.4363,33,,1.87,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.9609,-1.4004,31,,1.8,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.754,-1.3961,35,,1.68,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.1754,-1.3775,30,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.58,-1.31,22,,1.67,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.8422,-1.2405,25,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,44.1399,-1.2095,32,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.5569,-1.097,37,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.3845,-1.0761,34,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.1442,-1.0632,38,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.8051,-1.0193,45,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,37.5868,-1.0012,19,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.5896,-0.969,25,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.3808,-0.9628,38,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.0055,-0.9524,33,,1.82,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.3883,-0.9182,32,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.4929,-0.8647,35,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.7793,-0.859,31,,1.69,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.0381,-0.8488,34,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.132,-0.6447,27,,1.67,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7618,-0.5185,45,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.3639,-0.4721,36,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.7219,-0.4693,33,,1.78,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,39.8718,-0.4279,25,,1.94,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.1875,-0.3761,35,,1.79,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.1993,-0.3392,37,,1.77,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.6844,-0.3186,34,,1.85,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,38.7038,-0.225,32,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.5953,0.0364,26,,1.83,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.2561,0.104,28,,1.67,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.2494,0.1417,39,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.6608,0.1906,44,,1.69,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.8448,0.2405,32,,1.87,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.7267,0.315,27,,1.82,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,40.9567,0.3335,28,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.3056,0.432,34,,1.78,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.182,0.4618,28,,1.86,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.8826,0.7516,35,,1.76,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.3242,0.7736,42,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7076,0.8181,35,,1.68,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.0492,0.8697,29,,1.62,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.3527,1.0786,34,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.7203,1.1062,31,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.361,1.1225,32,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.3756,1.1339,46,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.6005,1.2553,51,,1.76,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.7327,1.2767,29,,1.9,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.2303,1.3176,43,,1.67,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.3289,1.456,27,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.7703,1.5203,31,,1.7,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.9144,1.5258,33,,1.85,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.4342,1.5341,42,,1.8,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,43.1461,1.7514,32,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.2028,1.8185,41,,1.69,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.2944,1.9149,20,,1.74,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.4792,1.9742,45,,1.69,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.6667,1.9893,34,,1.73,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.9735,2.0499,34,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.2855,2.1803,37,,1.77,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.5602,2.4168,31,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.7623,2.4356,31,,1.75,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.0632,2.4962,31,,1.81,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.966,2.7096,27,,1.72,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.4487,2.8886,25,,1.86,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,41.884,2.9053,25,,1.84,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,42.3116,3.1636,25,,1.71,,,,,,,,,Europe,Mancilla2015,Stephenson 2024,Hk,-,,,,,,,
,,50.64,11.62,29.5,,1.7,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,50.23,12.45,31.5,,1.74,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,49.14,12.88,34.5,,1.78,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,51.31,13,29.5,,1.77,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,49.13,13.58,39.5,,1.72,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,50.87,13.94,31.5,,1.76,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,49.99,14.54,33.5,,1.67,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,50.84,16.29,40,,1.79,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,50.36,16.41,33.5,,1.84,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,49.78,17.54,37.5,,1.78,,,,,,,,,Europe,Wilde2005,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,62,22.41317365,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.1641791,22.50299401,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.01492537,22.50299401,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.64179104,22.59281437,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.25386581,23.00900901,42.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.98272283,23.04191617,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.70119611,23.22155689,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.35469709,23.31137725,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.40088297,23.58234666,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,59.99613242,23.67065868,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.62686567,23.8502994,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.94029851,24.02994012,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.0617767,24.20958084,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.28559903,24.27027027,42.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.55148767,24.48749879,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.61357086,24.65868263,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.46551029,24.81081081,42.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.51186405,25.01796407,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.89552239,25.10778443,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.8658594,25.11655598,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.45885287,25.16019831,62.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.17969328,25.38525551,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.71641791,25.64670659,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.64569105,25.71479217,37.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.09094848,25.92624022,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.58208955,26.09580838,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.18394514,26.16216216,42.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.11940299,26.2754491,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.28930667,26.2754491,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.18211359,27.00686502,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.64179104,27.08383234,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.10447761,27.17365269,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.6119403,27.35329341,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.71641791,27.35329341,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.04845854,27.45798442,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.98507463,27.53293413,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.42612033,27.71257485,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.86989325,27.8192385,57.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.5361148,27.89221557,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,65.03001478,27.98203593,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.50423343,28.25149701,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.51683665,28.34131737,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.04315558,28.43113772,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,65.17910448,28.61077844,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.86567164,28.61077844,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.64179104,28.61077844,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,60.99145848,28.88023952,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.3955829,28.97005988,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.98507463,29.05988024,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.50746269,29.1497006,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.80597015,29.23952096,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.52238806,29.32934132,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,64.10447761,29.41916168,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,63.79104478,29.50898204,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.58208955,29.5988024,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.94029851,29.68862275,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,61.57620918,29.68862275,52.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.53731343,29.86826347,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,62.13432836,30.22754491,47.5,,-,,,,,,,,,Europe,Yliniema2004,Stephenson 2024,Refraction,-,,,,,,,
,,37.7,26.84,26,,1.76,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,35.55,27.17,32,,2.1,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,39.64,27.88,30,,1.88,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,36.22,28.13,42,,1.98,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,36.75,29.91,36,,1.75,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,39.87,32.79,34,,1.83,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,33.19,35.66,28,,1.97,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,38.31,38.43,43,,1.75,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,41,,1.71,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,41,,1.75,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,43,,1.6,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,42,,1.76,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,41,,1.74,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,41,,1.73,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,47,,1.64,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,41,,1.6,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.11,43,,1.61,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,37.93,58.12,40,,1.77,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,41.35,19.86,38,,2.01,,,,,,,,,Middle_East,Artemieva2013,Stephenson 2024,Hk,-,,,,,,,
,,78.915,11.938,24.5,,1.81,,,,,,,,,Europe,Wilde2015,Stephenson 2024,Hk,-,,,,,,,
,,78.203,16.156,33.5,,1.71,,,,,,,,,Europe,Wilde2015,Stephenson 2024,Hk,-,,,,,,,
,,77.008,15.53,32.5,,1.65,,,,,,,,,Europe,Wilde2015,Stephenson 2024,Hk,-,,,,,,,
,,50.35,16.332,28,,1.82,,,,,,,,,Europe,Geisseler2008,Stephenson 2024,Hk,-,,,,,,,
,,50.233,12.448,29,,1.72,,,,,,,,,Europe,Geisseler2008,Stephenson 2024,Hk,-,,,,,,,
,,49.131,13.578,38,,1.71,,,,,,,,,Europe,Geisseler2008,Stephenson 2024,Hk,-,,,,,,,
